screen_id,provider_id,doi,title,publication_date,type,venue,first_author,author_count,language,abstract_available,membership,query_indices,raw_page,item_index,raw_sha256
S21924,https://openalex.org/W4392009647,10.61762/pjstvol4iss2art14263,GLYCEROL-ASSISTED SOL-GEL SYNTHESIS OF NITROGEN-DOPED TITANIUM DIOXIDE FOR VISIBLE LIGHT-DRIVEN PHOTODEGRADATION OF INDOOR GASEOUS FORMALDEHYDE,2021-11-30,article,Platform A Journal of Science and Technology,Elyne Chng,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2021-01-01_2021-12-31/attempt_000001/page_000018.json,22,c4422f4dabfe9fafa8486b9fe5cf0e842effa95068afabf171be3388fff892a0
S21925,https://openalex.org/W4392010894,10.2138/am-2023-9117,Hyper-enrichment of heavy rare earth elements in highly evolved granites through multiple hydrothermal mobilizations,2024-02-21,article,American Mineralogist,Yan Li,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,7,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21926,https://openalex.org/W4392013283,10.1111/jzo.13152,Seasonal acclimation of energy and water balance in desert‐dwelling rodents of South America,2024-02-21,article,Journal of Zoology,Grisel Cavieres,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,2,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21927,https://openalex.org/W4392018595,10.1021/acsami.4c01794,Synthesis of a Mesoporous SnO 2 Catalyst Support and the Effect of Its Pore Size on the Performance of Polymer Electrolyte Fuel Cells,2024-02-21,article,ACS Applied Materials & Interfaces,Masanori Inaba,12,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,8,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21928,https://openalex.org/W4392019991,10.48550/arxiv.2402.12731,Black brookite rich in oxygen vacancies as an active photocatalyst for CO2 conversion: experiments and first-principles calculations,2024-02-20,preprint,arXiv (Cornell University),Masae Katai,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,94,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21929,https://openalex.org/W4392031887,10.3390/w16050650,Characteristics of Natural Ti-Bearing Nanoparticles in Groundwater within Karst Areas of Northern China,2024-02-22,article,Water,Lei Zuo,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,11,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21930,https://openalex.org/W4392031933,10.3390/w16050649,"Electro-Assisted Fe3+/Persulfate System for the Degradation of Bezafibrate in Water: Kinetics, Degradation Mechanism, and Toxicity",2024-02-22,article,Water,Yu-qiong Gao,4,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,13,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21931,https://openalex.org/W4392036869,10.1038/s41467-024-45873-0,Unveiling the nature of Pt-induced anti-deactivation of Ru for alkaline hydrogen oxidation reaction,2024-02-22,article,Nature Communications,Yanyan Fang,15,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,15,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21932,https://openalex.org/W4392045122,10.1002/pen.26677,Well‐defined poly(methyl methacrylate) hybrid titanium dioxide via miniemulsion polymerization: Design and evaluation of methylene blue dye degradation and antibacterial,2024-02-22,article,Polymer Engineering and Science,Tanapak Metanawin,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,12,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21933,https://openalex.org/W4392054702,10.21203/rs.3.rs-3970277/v1,Evaluating Zn ferrite (Zn x Fe 3-x O 4 ; 0 ≤ x ≤ 1) for alkaline water oxidation: electrochemical and operando spectro- electrochemical study,2024-02-22,preprint,Research Square,Amisha Soni,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,10,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21934,https://openalex.org/W4392055651,10.1016/j.ijoes.2024.100516,Carbon materials co-doped with nitrogen and sulfur for highly efficient catalytic activity in oxygen reduction and evolution,2024-02-22,article,International Journal of Electrochemical Science,Liyi Zhang,3,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,14,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21935,https://openalex.org/W4392083282,10.1093/petrology/egae015,Pliocene to Pleistocene REE-P Metasomatism in the Subcontinental Lithosphere beneath Southeast Asia—Evidence from a Monazite- and REE-rich Apatite-bearing Peridotite Xenolith from Central Vietnam,2024-02-08,article,Journal of Petrology,Christoph Hauzenberger,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,44,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21936,https://openalex.org/W4392085806,10.1038/s41467-024-46011-6,Direct in-situ insights into the asymmetric surface reconstruction of rutile TiO2 (110),2024-02-22,article,Nature Communications,Wentao Yuan,10,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,13,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21937,https://openalex.org/W4392092091,10.1021/acsestair.3c00042,Heterogeneous Reactions of Phenol on Different Components of Mineral Dust Aerosol: Formation of Oxidized Organic and Nitro-Phenolic Compounds,2024-02-23,article,ACS ES&T Air,Eshani Hettiarachchi,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,21,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21938,https://openalex.org/W4392093604,10.1002/9783527831005.ch5,Photoelectrochemical and Photovoltaic–Electrochemical Water Splitting,2024-02-23,other,,Qingjie Wang,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,15,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21939,https://openalex.org/W4392093645,10.1002/9783527831005.ch11,AdvancedOperando/In Situ Spectroscopy Studies on Photocatalysis for Solar Water Splitting,2024-02-23,other,,Dongfeng Li,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,17,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21940,https://openalex.org/W4392095473,10.1089/ast.2023.0089,Multi-Technique Characterization of 3.45 Ga Microfossils on Earth: A Key Approach to Detect Possible Traces of Life in Returned Samples from Mars,2024-02-01,article,Astrobiology,Laura Clodoré,10,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000004.json,98,17a0cd6148177ee118b796ff00a72178a01f2ec546a824f5f830d45b6f781132
S21941,https://openalex.org/W4392102332,10.3390/nano14050409,Detailed Insight into Photocatalytic Inactivation of Pathogenic Bacteria in the Presence of Visible-Light-Active Multicomponent Photocatalysts,2024-02-23,article,Nanomaterials,Magda Kozak,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,19,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21942,https://openalex.org/W4392103790,10.1063/5.0185747,Toward all-dislocation-ceramics for high ionic conductivity produced by dry pressing at relatively low temperatures with and without ultrasound,2024-02-23,article,Journal of Applied Physics,Kyuichi Yasui,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,18,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21943,https://openalex.org/W4392103902,10.26434/chemrxiv-2024-rzgp3,Ultrafast electronic and vibrational spectroscopy of electrochemical transformations on a metal-oxide surface during oxygen evolution from water,2024-02-23,preprint,ChemRxiv,Tanja Cuk,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,16,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21944,https://openalex.org/W4392106923,10.33961/jecst.2023.00948,Effect of Ramping Rate on the Durability of Proton Exchange Membrane Water Electrolysis During Dynamic Operation Using Triangular Voltage Cycling,2024-02-23,article,Journal of Electrochemical Science and Technology,Hye Young Jung,6,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,29,6019580633a2a234dac086486edb2c86cd8cee6aa7e46b648ebea8517b7402d3
S21945,https://openalex.org/W4392109777,10.1002/ange.202402018,Polarized Ultrathin BN Induced Dynamic Electron Interactions for Enhancing Acidic Oxygen Evolution,2024-02-23,article,Angewandte Chemie,Yixin Hao,12,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,16,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21946,https://openalex.org/W4392122806,10.1038/s41467-024-46073-6,Liquid metal-embraced photoactive films for artificial photosynthesis,2024-02-23,article,Nature Communications,Chao Zhen,12,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,22,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21947,https://openalex.org/W4392123844,10.5772/intechopen.1003090,"Metamorphism, Metasomatism and Conditions of Formation of Industrial Minerals of the Sillimanite Group of the Fennoscandian Shield",2024-02-23,book-chapter,IntechOpen eBooks,Владимир Щипцов,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,14,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21948,https://openalex.org/W4392125579,10.1039/d3ra07822a,Fabrication and characterization of NiCu/GO and NiCu/rGO nanocomposites for fuel cell application,2024-01-01,article,RSC Advances,Aya Mohamed,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,85,09eec50e1c1b7ab716152bffb4727aff98f53eea6767446be82c2b2bc2851655
S21949,https://openalex.org/W4392126051,10.1016/j.cej.2024.149894,Ab initio modelling of photocatalytic CO2 reduction reactions over Cu/TiO2 semiconductors including the electronic excitation effects,2024-02-23,article,Chemical Engineering Journal,Žan Kovačič,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,20,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21950,https://openalex.org/W4392126398,10.1016/j.apcata.2024.119639,Development of an Ir/TiO2 catalytic coating for plasma assisted hydrogenation of CO2 to CH4,2024-02-24,article,Applied Catalysis A General,Joseph W. Gregory,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,26,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21951,https://openalex.org/W4392135107,10.2320/matertrans.mt-l2023014,Oxidation/Carburization Behavior of TiC–Ti Composites and Improved Wear Resistance through Surface Modification,2024-02-24,article,MATERIALS TRANSACTIONS,Ryo Tsukane,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,25,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21952,https://openalex.org/W4392138039,10.1038/s41598-024-54844-w,Metal-insulator transition effect on Graphene/VO$$_\text {2}$$ heterostructure via temperature-dependent Raman spectroscopy and resistivity measurement,2024-02-24,article,Scientific Reports,Kittitat Lerttraikul,11,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,24,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21953,https://openalex.org/W4392138904,10.1038/s41467-024-45992-8,High-order sensory processing nanocircuit based on coupled VO2 oscillators,2024-02-24,article,Nature Communications,Yang Ke,13,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,27,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21954,https://openalex.org/W4392158854,10.1021/acs.chemrev.3c00602,In Situ UV–Vis–NIR Absorption Spectroscopy and Catalysis,2024-02-26,review,Chemical Reviews,Max L. Bols,10,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,30,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21955,https://openalex.org/W4392163001,10.3390/mi15030310,Fabrication of Li4Ti5O12 (LTO) as Anode Material for Li-Ion Batteries,2024-02-23,article,Micromachines,C. Julien,2,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,23,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21956,https://openalex.org/W4392164585,10.5204/thesis.eprints.246412,Ferroelectric controllable gas capture and catalysis for environmental and energy application,2024-01-01,dissertation,Queensland University of Technology,Tsz Lok Wan,1,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2024-01-01_2024-12-31/attempt_000001/page_000001.json,3,bd0f62456f4ebb82ee6f918aea587353cb08f544141a8a8b6b5f19b9f72d3fc2
S21957,https://openalex.org/W4392168646,10.26434/chemrxiv-2024-vlqz5,Structural reconstruction of cobalt and ferrocene-based metal-organic framework during electrochemical oxygen evolution reaction,2024-02-26,preprint,ChemRxiv,Thomas Doughty,6,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,17,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21958,https://openalex.org/W4392191877,10.1002/cey2.521,A review on ultra‐small undoped MoS2 as advanced catalysts for renewable fuel production,2024-02-01,article,Carbon Energy,Guoping Liu,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,9,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21959,https://openalex.org/W4392192271,10.1021/acssuschemeng.3c07720,Sustainable and Energy-Efficient Production of Rare-Earth Metals via Chloride-Based Molten Salt Electrolysis,2024-02-27,article,ACS Sustainable Chemistry & Engineering,Benjamin P Holcombe,12,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,18,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21960,https://openalex.org/W4392193167,,Controlled modification of crystal- and physico- chemical properties of nanostructured materials based on TiO2 for the mastery of photocatalytic properties,2013-01-01,dissertation,theses.fr (ABES),Mounir Kassir,3,fr,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2013-01-01_2013-12-31/attempt_000001/page_000001.json,59,04a9afe721bb9a78af3fa50c2c3132d3405e1c5098a076183d0da2ee8a3877d1
S21961,https://openalex.org/W4392199442,10.1002/cey2.513,A review on electrocatalytic CO 2 conversion via C–C and C–N coupling,2024-02-01,article,Carbon Energy,Zhuangzhi Zhang,11,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,13,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21962,https://openalex.org/W4392200331,10.1186/s40645-024-00615-0,Hydrogen partitioning between stishovite and hydrous phase δ: implications for water cycle and distribution in the lower mantle,2024-02-27,article,Progress in Earth and Planetary Science,Takayuki Ishii,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,34,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21963,https://openalex.org/W4392201277,10.1038/s41929-023-01106-z,Revisiting the universal principle for the rational design of single-atom electrocatalysts,2024-02-27,article,Nature Catalysis,Haoxiang Xu,4,en,False,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,33,6019580633a2a234dac086486edb2c86cd8cee6aa7e46b648ebea8517b7402d3
S21964,https://openalex.org/W4392204181,10.1063/5.0189594,Robust catalyst 3D microarchitectures by digital light printing with ceramic particle–polymer composites,2024-02-01,article,APL Materials,Do Hyeog Kim,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,0,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21965,https://openalex.org/W4392219599,10.1016/j.heliyon.2024.e26636,Efficient photocatalytic bactericidal performance of green-synthesised TiO2/reduced graphene oxide using banana peel extracts,2024-02-01,article,Heliyon,Maisari Utami,10,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2024-01-01_2024-12-31/attempt_000001/page_000001.json,85,e055477617b14d20267d7a9e339864617ce462cdab6b16887e0d4c0619539dc1
